,humidity,precipMM,tempC,windspeedKmph,HeatIndexC
109249,71,0.0,25,10,27
109250,72,0.0,25,10,27
109251,73,0.0,25,9,27
109252,72,0.0,25,9,27
109253,72,0.0,24,8,27
109254,71,0.0,25,7,27
109255,67,0.0,26,8,28
109256,62,0.0,28,10,30
109257,57,0.0,29,12,31
109258,52,0.0,30,13,32
109259,47,0.0,32,14,33
109260,42,0.0,33,16,35
109261,43,0.0,33,16,35
109262,43,0.0,33,16,35
109263,43,0.3,31,17,34
109264,48,0.2,30,16,33
109265,52,1.2,29,17,32
109266,56,0.0,28,17,30
109267,59,0.0,27,15,29
109268,63,0.0,27,14,29
109269,66,0.0,27,13,28
109270,68,0.0,26,11,28
109271,70,0.0,26,10,27
109272,73,0.0,25,10,27
109273,75,0.1,25,9,27
109274,77,0.0,25,8,26
109275,79,0.3,24,7,26
109276,78,0.9,25,7,26
109277,78,0.9,25,7,27
109278,77,0.4,25,10,27
109279,72,0.5,25,7,27
109280,66,0.2,26,8,28
109281,61,0.4,27,10,29
109282,56,0.5,28,12,30
109283,52,0.2,29,14,32
109284,47,0.0,32,15,34
109285,48,0.1,32,17,35
109286,48,6.9,30,18,33
109287,49,4.2,29,18,33
109288,53,0.3,28,17,32
109289,56,0.5,28,17,31
109290,60,0.0,27,16,30
109291,65,0.0,26,14,29
109292,69,0.0,26,13,28
109293,74,0.0,26,12,28
109294,75,0.0,26,11,28
109295,77,0.0,25,10,27
109296,78,0.0,25,10,27
109297,79,0.0,25,9,27
109298,81,0.0,24,8,26
109299,82,0.0,24,11,26
109300,81,0.0,24,11,26
109301,80,0.0,25,10,27
109302,79,0.0,25,9,27
109303,73,0.0,26,11,28
109304,67,0.0,27,13,29
109305,61,0.0,28,14,30
109306,56,0.0,30,12,32
109307,50,1.2,30,12,32
109308,45,0.5,32,14,34
109309,45,2.5,32,16,34
109310,45,5.4,30,15,33
109311,45,1.2,30,16,33
109312,50,0.5,29,16,32
109313,55,0.1,28,16,30
109314,59,0.0,27,15,29
109315,64,0.0,26,15,29
109316,68,0.0,26,14,28
109317,72,0.0,26,13,28
109318,77,0.0,25,11,27
109319,83,0.0,25,9,27
109320,88,0.0,24,11,26
109321,89,0.0,24,11,26
109322,89,0.0,24,11,26
109323,90,0.0,23,6,26
109324,89,0.0,24,7,26
109325,87,0.0,24,10,26
109326,86,0.0,24,10,26
109327,80,0.0,25,10,28
109328,74,0.0,26,11,29
109329,68,0.1,28,12,30
109330,62,0.2,29,9,31
109331,56,0.1,30,9,33
109332,50,0.2,31,10,34
109333,50,4.4,32,15,34
109334,49,6.4,30,16,34
109335,49,1.1,30,12,33
109336,53,3.5,29,12,32
109337,58,2.2,28,12,31
109338,62,0.2,27,13,30
109339,67,0.0,26,11,29
109340,72,0.0,26,11,28
109341,78,0.0,26,10,28
109342,83,0.0,25,9,27
109343,88,4.2,24,8,26
109344,93,6.0,23,10,25
109345,92,3.0,22,6,25
109346,91,3.7,22,9,25
109347,89,5.0,22,9,25
109348,87,2.5,23,7,25
109349,85,2.5,23,6,25
109350,82,3.4,23,4,25
109351,79,1.7,24,4,26
109352,75,0.0,25,4,27
109353,72,0.0,27,4,29
109354,68,0.0,28,4,30
109355,65,0.0,28,5,31
109356,61,0.0,30,6,32
109357,62,0.6,30,7,32
109358,62,4.3,29,8,31
109359,63,1.1,28,9,29
109360,67,2.1,27,8,29
109361,71,0.7,26,7,28
109362,75,0.1,25,7,27
109363,78,0.0,24,6,26
109364,82,0.0,23,5,25
109365,85,0.0,23,4,25
109366,84,0.0,23,4,25
109367,84,2.4,22,3,25
109368,83,3.4,22,3,24
109369,83,1.7,22,4,25
109370,84,0.3,22,5,24
109371,84,0.3,23,6,25
109372,83,0.2,23,5,26
109373,81,0.1,24,4,26
109374,80,0.0,24,3,26
109375,76,0.0,25,3,27
109376,71,0.0,26,2,28
109377,67,0.0,27,2,28
109378,63,0.0,26,2,29
109379,59,0.0,28,3,30
109380,55,0.1,29,3,31
109381,54,0.0,30,4,32
109382,54,1.4,30,6,32
109383,54,2.4,30,7,33
109384,58,0.2,28,8,31
109385,62,0.4,27,9,30
109386,66,0.6,26,9,29
109387,69,0.0,26,9,28
109388,72,1.2,25,8,28
109389,76,1.6,26,7,28
109390,74,0.0,25,7,27
109391,73,1.3,25,6,27
109392,72,1.7,25,5,27
109393,74,0.0,24,5,27
109394,76,1.1,24,5,26
109395,77,1.4,24,5,26
109396,77,0.0,24,6,26
109397,78,1.0,24,6,26
109398,78,1.4,23,7,26
109399,75,0.0,25,6,27
109400,72,0.0,26,5,28
109401,69,0.0,27,4,29
109402,66,0.0,28,4,30
109403,62,0.0,28,3,30
109404,59,0.0,29,3,31
109405,59,0.0,29,3,31
109406,60,2.3,29,3,31
109407,61,0.8,29,3,31
109408,63,0.2,29,4,31
109409,66,1.3,27,5,29
109410,68,2.1,26,6,29
109411,71,0.0,26,7,28
109412,74,1.2,26,8,28
109413,77,1.6,26,8,28
109414,75,0.0,26,9,28
109415,73,0.0,25,9,27
109416,70,0.2,25,10,27
109417,73,0.4,24,7,27
109418,75,0.3,25,7,27
109419,78,0.3,24,8,26
109420,81,0.4,24,7,26
109421,84,0.6,23,7,25
109422,87,1.8,23,5,25
109423,86,0.2,23,10,25
109424,85,1.5,23,9,26
109425,84,2.1,24,9,26
109426,79,0.9,25,7,27
109427,74,0.9,24,6,27
109428,69,2.0,25,5,27
109429,68,0.4,27,6,29
109430,66,0.5,26,6,28
109431,65,0.5,27,6,29
109432,69,1.5,26,7,28
109433,73,1.3,26,8,27
109434,77,0.8,25,8,27
109435,78,0.2,24,7,26
109436,78,0.0,23,5,25
109437,79,0.0,22,3,25
109438,78,0.0,23,5,25
109439,76,0.3,24,6,25
109440,75,0.4,23,8,25
109441,75,0.9,23,8,25
109442,76,0.8,23,8,25
109443,77,0.5,23,8,25
109444,77,0.5,23,8,25
109445,78,0.3,23,5,25
109446,78,0.2,23,5,25
109447,75,0.0,23,5,26
109448,72,0.0,24,6,26
109449,69,0.0,25,7,27
109450,65,0.0,27,8,28
109451,62,0.0,28,10,29
109452,58,0.0,28,15,30
109453,59,0.1,28,16,30
109454,60,3.1,28,17,30
109455,60,2.7,28,12,30
109456,64,0.4,27,12,29
109457,67,0.0,27,12,28
109458,71,0.1,26,11,27
109459,73,0.0,25,10,27
109460,76,0.0,25,10,26
109461,79,0.0,24,13,26
109462,80,0.0,24,13,26
109463,82,0.0,23,12,25
109464,83,0.0,23,12,25
109465,83,0.0,23,12,25
109466,84,0.1,23,12,25
109467,84,0.0,22,12,25
109468,83,0.0,23,11,25
109469,83,0.0,23,11,25
109470,82,0.0,23,11,25
109471,78,0.2,24,11,26
109472,74,0.0,25,12,26
109473,71,0.1,25,13,27
109474,67,0.1,26,15,28
109475,63,0.0,27,16,28
109476,59,0.8,28,15,29
109477,58,0.8,28,20,29
109478,57,0.1,28,17,30
109479,57,0.0,29,18,30
109480,59,0.0,28,17,30
109481,62,0.0,27,20,29
109482,65,0.1,27,18,28
109483,69,0.1,26,16,28
109484,72,0.0,26,14,27
109485,76,0.0,25,12,27
109486,78,0.0,25,12,26
109487,80,0.0,24,11,26
109488,83,0.0,24,11,26
109489,84,0.0,24,11,26
109490,85,0.0,23,10,25
109491,87,0.0,23,10,25
109492,85,0.0,23,11,25
109493,84,0.0,23,11,25
109494,82,0.0,24,12,26
109495,76,0.0,25,14,26
109496,71,0.0,26,16,27
109497,65,0.2,27,14,28
109498,61,0.2,28,15,29
109499,58,0.3,28,16,30
109500,54,0.9,29,17,31
109501,55,0.8,29,18,31
109502,55,0.4,28,17,30
109503,56,0.2,28,18,31
109504,59,0.8,27,18,29
109505,62,0.9,26,16,29
109506,66,0.5,27,16,28
109507,69,0.4,25,14,27
109508,72,0.0,25,13,27
109509,75,0.0,24,11,26
109510,76,0.1,24,15,26
109511,78,0.2,24,14,26
109512,80,0.7,24,14,26
109513,82,0.1,24,13,26
109514,84,0.0,24,13,26
109515,85,0.0,23,13,25
109516,84,0.0,23,13,25
109517,83,0.1,24,13,26
109518,83,0.3,24,13,26
109519,78,0.3,25,15,26
109520,73,0.5,26,13,27
109521,68,1.0,26,13,28
109522,63,0.5,26,15,28
109523,59,0.4,27,16,29
109524,55,0.8,29,17,31
109525,55,3.6,28,18,30
109526,55,5.8,28,17,30
109527,55,1.0,27,18,29
109528,58,1.2,27,18,29
109529,62,0.9,26,17,28
109530,65,0.2,26,18,27
109531,69,0.7,25,16,27
109532,74,0.2,25,14,27
109533,78,0.2,24,13,26
109534,81,0.0,24,12,26
109535,84,0.0,24,12,26
109536,87,0.0,23,15,25
109537,87,0.0,23,14,25
109538,87,0.0,23,14,25
109539,88,0.0,23,13,25
109540,88,0.0,23,13,25
109541,88,0.0,23,13,25
109542,89,0.0,23,13,25
109543,87,0.1,23,14,25
109544,85,0.4,23,15,26
109545,84,0.5,24,16,26
109546,82,1.3,24,17,26
109547,79,0.5,24,18,26
109548,77,1.6,25,18,27
109549,78,0.8,25,18,26
109550,78,2.4,24,18,26
109551,79,0.6,24,18,26
109552,80,0.4,24,17,26
109553,81,0.3,24,17,26
109554,82,0.2,23,16,25
109555,83,0.2,23,16,25
109556,84,0.2,23,11,25
109557,85,0.0,23,11,25
109558,86,0.0,22,14,24
109559,86,0.0,21,14,21
109560,87,0.0,21,14,24
109561,88,0.0,21,13,21
109562,89,0.0,22,13,24
109563,91,0.1,23,13,25
109564,91,0.0,23,13,25
109565,91,0.1,23,14,25
109566,92,0.0,23,14,25
109567,89,0.3,23,15,25
109568,87,0.2,24,17,26
109569,84,0.3,24,18,26
109570,79,0.3,25,21,27
109571,75,0.3,26,23,28
109572,70,0.0,27,21,29
109573,68,0.2,27,21,29
109574,67,1.0,27,20,29
109575,65,0.2,28,21,30
109576,68,0.7,27,20,29
109577,72,0.4,26,18,28
109578,75,0.6,26,17,28
109579,77,1.2,25,16,27
109580,80,0.4,25,15,27
109581,82,0.0,24,15,26
109582,83,0.1,24,18,26
109583,83,0.1,24,16,26
109584,84,0.0,23,15,25
109585,85,0.0,23,15,25
109586,86,0.0,23,15,25
109587,87,0.1,23,16,25
109588,86,0.8,23,12,25
109589,85,0.4,24,11,26
109590,84,0.1,24,12,26
109591,80,0.3,25,11,27
109592,76,0.3,26,12,28
109593,73,0.2,26,13,29
109594,70,0.1,27,14,29
109595,66,0.0,28,14,30
109596,63,0.7,27,16,30
109597,63,1.8,29,16,31
109598,63,1.7,27,16,30
109599,63,0.4,28,16,31
109600,66,0.8,28,16,30
109601,69,0.7,27,16,29
109602,72,0.1,26,15,28
109603,75,0.3,26,14,28
109604,78,0.3,25,13,27
109605,81,0.4,24,16,26
109606,81,0.2,24,15,26
109607,82,0.0,24,15,26
109608,83,0.2,24,14,26
109609,84,0.1,24,14,26
109610,85,0.1,24,13,26
109611,85,0.0,24,13,26
109612,85,0.0,24,13,26
109613,84,0.0,24,13,26
109614,83,0.0,24,13,26
109615,79,0.1,25,15,27
109616,76,0.1,26,17,27
109617,72,0.1,26,19,28
109618,69,0.3,27,17,29
109619,67,0.3,28,19,30
109620,64,0.3,28,21,31
109621,65,0.2,28,21,31
109622,66,0.2,28,22,30
109623,66,0.4,28,19,30
109624,70,0.7,27,19,30
109625,73,0.4,27,18,29
109626,76,0.3,26,17,28
109627,79,0.0,25,16,27
109628,82,0.0,25,14,27
109629,86,0.0,24,13,26
109630,87,0.0,24,17,26
109631,88,0.0,24,15,26
109632,90,0.1,23,14,26
109633,90,0.0,23,13,26
109634,90,0.1,23,12,26
109635,90,0.0,23,10,26
109636,89,0.0,23,11,26
109637,88,0.1,24,11,26
109638,86,0.1,24,12,26
109639,84,0.1,24,12,26
109640,81,0.1,25,13,27
109641,78,0.2,26,14,28
109642,75,0.2,26,16,29
109643,73,0.3,27,17,29
109644,70,0.2,28,19,30
109645,71,0.4,27,19,30
109646,71,0.4,27,19,30
109647,72,0.5,27,19,29
109648,73,0.6,27,18,29
109649,74,0.4,26,17,28
109650,75,0.2,26,17,28
109651,78,0.0,25,15,27
109652,81,0.0,25,14,27
109653,83,0.0,24,13,26
109654,84,0.0,24,14,26
109655,84,0.0,24,14,26
109656,84,0.0,24,15,26
109657,85,0.0,24,14,26
109658,85,0.0,24,14,26
109659,86,0.2,24,14,26
109660,85,0.0,24,13,26
109661,84,0.0,24,13,26
109662,83,0.0,24,12,26
109663,79,0.0,25,13,27
109664,76,0.0,26,14,28
109665,72,0.0,26,15,28
109666,69,0.2,27,17,29
109667,65,0.2,28,18,30
109668,62,0.6,29,19,31
109669,63,1.2,27,16,29
109670,63,0.7,27,16,29
109671,63,0.6,26,15,29
109672,65,0.1,26,15,28
109673,68,0.5,25,15,27
109674,70,0.2,25,14,27
109675,73,0.2,24,14,26
109676,76,0.1,25,14,27
109677,79,0.0,24,13,26
109678,82,0.0,24,12,26
109679,86,0.2,23,15,26
109680,89,0.6,23,13,25
109681,89,0.8,23,13,25
109682,89,0.3,23,14,25
109683,89,0.2,23,14,25
109684,88,0.1,23,15,25
109685,87,0.2,23,16,25
109686,86,0.2,23,17,25
109687,84,0.0,24,15,26
109688,82,0.0,24,15,26
109689,80,0.1,25,17,26
109690,78,0.5,25,18,27
109691,77,0.3,25,20,27
109692,76,0.2,26,18,28
109693,75,0.2,26,21,28
109694,74,0.3,26,21,28
109695,73,0.2,26,18,28
109696,74,0.4,25,18,27
109697,75,0.3,25,16,27
109698,76,0.2,25,14,26
109699,77,0.0,24,13,26
109700,77,0.0,24,16,26
109701,78,0.0,24,14,26
109702,80,0.1,24,13,26
109703,81,0.0,24,13,26
109704,83,0.2,24,12,26
109705,84,0.3,23,12,25
109706,86,0.2,23,11,25
109707,87,0.4,23,11,25
109708,88,0.3,23,11,25
109709,89,0.1,23,10,25
109710,90,0.0,23,10,25
109711,90,0.0,23,10,25
109712,90,0.0,23,9,25
109713,90,0.0,23,9,25
109714,90,0.4,23,9,26
109715,91,0.1,25,9,27
109716,91,0.2,23,9,26
109717,89,0.3,24,14,26
109718,88,0.3,24,14,26
109719,86,0.1,24,11,26
109720,85,0.0,24,12,26
109721,83,0.0,24,13,26
109722,81,0.0,24,14,26
109723,83,0.0,24,14,26
109724,84,0.0,24,14,26
109725,85,0.0,23,13,25
109726,85,0.1,23,13,25
109727,86,0.1,23,12,25
109728,87,0.0,23,12,25
109729,87,0.0,23,12,25
109730,88,0.0,23,12,25
109731,88,0.0,23,12,25
109732,87,0.1,23,12,25
109733,86,0.0,23,12,25
109734,84,0.0,23,12,25
109735,82,0.1,24,13,26
109736,79,0.2,24,14,26
109737,77,0.7,25,15,27
109738,75,0.6,25,17,27
109739,72,1.8,26,19,28
109740,69,1.0,27,21,29
109741,68,0.4,27,18,29
109742,67,0.7,27,19,29
109743,66,0.4,26,19,28
109744,68,0.6,25,19,27
109745,70,0.3,26,16,27
109746,73,0.5,25,19,27
109747,75,0.3,25,13,26
109748,77,0.1,24,16,26
109749,80,0.0,24,14,25
109750,80,0.1,23,15,25
109751,81,0.0,23,15,25
109752,81,0.2,23,16,25
109753,82,0.4,23,16,25
109754,82,0.2,23,15,25
109755,83,0.3,23,15,25
109756,82,0.2,23,15,25
109757,81,0.1,23,15,25
109758,80,0.2,23,16,25
109759,78,0.1,23,14,25
109760,76,0.0,23,16,25
109761,74,0.1,24,17,26
109762,72,0.2,25,18,27
109763,70,0.2,26,19,28
109764,69,1.8,26,21,28
109765,67,0.7,27,23,28
109766,66,1.4,26,22,27
109767,65,0.6,25,21,27
109768,68,1.1,25,19,27
109769,70,0.9,24,19,26
109770,72,0.4,24,18,26
109771,75,0.3,23,17,25
109772,77,0.3,24,20,26
109773,80,0.2,23,18,25
109774,80,0.3,23,17,25
109775,81,0.1,23,16,25
109776,82,0.1,23,15,25
109777,82,0.3,23,15,25
109778,83,0.2,23,15,25
109779,83,0.1,23,14,25
109780,84,0.2,23,14,25
109781,84,0.0,23,14,25
109782,84,0.0,23,14,25
109783,82,0.1,23,15,25
109784,80,0.3,24,16,26
109785,78,0.2,24,18,26
109786,76,0.4,25,18,26
109787,75,0.5,25,19,27
109788,73,0.2,26,19,27
109789,71,0.6,26,21,28
109790,70,0.2,26,22,28
109791,68,0.8,27,19,28
109792,71,0.5,26,21,28
109793,73,0.4,25,16,27
109794,76,0.6,25,18,27
109795,78,0.3,24,17,26
109796,80,0.0,24,15,26
109797,83,0.0,24,13,26
109798,83,0.0,23,12,25
109799,83,0.0,23,12,25
109800,83,0.0,23,12,25
109801,83,0.0,23,12,25
109802,84,0.0,22,12,25
109803,85,0.0,22,12,25
109804,85,0.0,22,12,25
109805,84,0.0,23,12,25
109806,84,0.0,23,12,25
109807,80,0.1,23,13,25
109808,77,0.2,24,15,26
109809,73,0.3,25,12,27
109810,68,0.3,26,14,28
109811,63,0.4,27,16,29
109812,58,0.3,28,18,30
109813,57,0.3,28,19,30
109814,57,0.4,28,20,30
109815,56,0.3,29,20,30
109816,60,0.1,28,19,29
109817,64,0.2,27,18,29
109818,67,0.1,26,17,28
109819,71,0.0,25,14,27
109820,74,0.0,24,13,26
109821,78,0.0,24,11,25
109822,80,0.0,23,10,25
109823,81,0.0,23,10,25
109824,83,0.0,23,13,25
109825,84,0.0,22,12,25
109826,85,0.0,22,12,25
109827,87,0.1,22,12,25
109828,86,0.1,22,11,25
109829,85,0.1,22,11,25
109830,85,0.1,23,11,25
109831,80,0.1,24,12,26
109832,75,0.3,25,14,26
109833,70,0.2,26,15,27
109834,65,0.3,27,17,29
109835,61,0.3,28,15,30
109836,56,0.1,29,21,31
109837,55,0.3,29,22,31
109838,54,0.1,29,22,31
109839,54,0.1,28,19,30
109840,57,0.3,28,22,30
109841,60,0.1,28,21,29
109842,64,0.2,27,14,28
109843,68,0.3,26,12,27
109844,72,0.0,25,11,26
109845,76,0.0,24,10,26
109846,78,0.0,23,10,25
109847,80,0.0,23,9,25
109848,81,0.0,23,8,25
109849,83,0.0,23,8,25
109850,84,0.0,22,12,25
109851,85,0.0,22,12,25
109852,85,0.0,22,12,25
109853,84,0.0,23,12,25
109854,84,0.0,23,12,25
109855,78,0.1,24,14,26
109856,73,0.0,25,16,26
109857,68,0.2,26,17,27
109858,63,0.2,27,19,28
109859,58,0.2,28,20,29
109860,54,0.6,29,21,30
109861,53,0.5,29,22,31
109862,53,0.5,29,22,31
109863,53,0.4,28,18,30
109864,56,0.4,27,17,29
109865,60,0.4,28,16,29
109866,63,0.2,26,15,28
109867,67,0.2,26,12,28
109868,72,0.1,25,12,27
109869,76,0.1,24,10,26
109870,77,0.0,24,10,26
109871,79,0.0,24,10,25
109872,80,0.5,23,10,25
109873,82,0.2,23,14,25
109874,83,0.3,23,13,25
109875,84,0.1,22,13,25
109876,83,0.2,22,13,25
109877,82,0.1,23,14,25
109878,82,0.0,23,14,25
109879,77,0.0,24,16,26
109880,72,0.1,24,14,26
109881,67,0.4,24,15,26
109882,63,0.3,25,16,27
109883,59,0.2,26,17,28
109884,56,0.1,26,18,28
109885,55,0.2,26,18,28
109886,54,0.3,26,19,28
109887,54,0.7,26,18,28
109888,57,0.4,26,17,27
109889,61,0.2,25,17,27
109890,64,0.3,25,15,26
109891,68,0.1,24,14,26
109892,73,0.0,23,13,25
109893,77,0.0,23,16,25
109894,78,0.0,23,15,25
109895,79,0.0,23,11,25
109896,80,0.1,23,14,25
109897,81,0.3,22,14,25
109898,83,0.0,22,14,25
109899,84,0.4,22,14,25
109900,84,0.3,22,14,25
109901,84,0.4,22,14,25
109902,83,0.9,23,14,25
109903,78,0.5,23,17,25
109904,73,0.5,24,15,26
109905,68,0.6,24,16,26
109906,65,0.5,25,17,27
109907,61,0.5,27,17,28
109908,57,0.9,28,19,29
109909,58,0.7,28,19,29
109910,58,0.5,27,18,29
109911,59,0.3,27,16,29
109912,62,1.0,27,14,28
109913,65,0.3,26,13,28
109914,68,0.2,26,12,27
109915,71,0.3,25,12,27
109916,74,0.0,24,10,26
109917,77,0.1,24,14,26
109918,78,0.0,24,14,25
109919,79,0.0,23,14,25
109920,81,0.2,23,10,25
109921,82,0.0,23,13,25
109922,83,0.0,23,10,25
109923,85,0.0,23,9,25
109924,84,0.0,23,10,25
109925,83,0.3,23,10,25
109926,82,0.0,23,11,25
109927,76,0.1,24,12,26
109928,71,0.1,25,14,27
109929,66,0.3,26,15,28
109930,62,0.4,27,16,28
109931,59,0.2,28,17,29
109932,55,0.2,29,19,30
109933,55,0.3,29,20,30
109934,55,0.7,29,20,30
109935,55,0.3,29,19,30
109936,57,0.4,28,18,29
109937,59,0.4,27,17,29
109938,61,0.1,27,14,28
109939,64,0.0,25,12,27
109940,68,0.0,24,12,26
109941,71,0.0,25,11,26
109942,73,0.0,24,10,26
109943,76,0.2,24,14,26
109944,78,0.4,23,13,25
109945,80,0.2,23,13,25
109946,82,0.0,23,13,25
109947,84,0.1,23,8,25
109948,83,0.1,23,8,25
109949,83,0.1,23,9,25
109950,82,0.0,23,9,25
109951,77,0.0,24,10,26
109952,73,0.0,25,11,27
109953,68,0.0,26,11,27
109954,64,0.0,27,13,28
109955,60,0.0,28,13,30
109956,55,0.0,28,14,30
109957,55,0.0,28,14,30
109958,55,0.0,28,14,30
109959,56,0.0,28,14,30
109960,59,0.6,27,14,29
109961,62,0.4,26,13,28
109962,65,0.4,26,12,28
109963,68,0.1,25,10,27
109964,71,0.0,24,9,26
109965,75,0.0,25,8,26
109966,77,0.0,24,8,26
109967,80,0.5,24,7,26
109968,82,1.1,24,10,26
109969,83,0.7,24,6,26
109970,84,0.6,23,10,25
109971,85,0.6,23,9,25
109972,84,0.2,23,6,25
109973,83,0.3,23,6,25
109974,82,0.0,23,6,25
109975,78,0.1,23,7,25
109976,74,0.1,24,8,26
109977,70,0.1,24,10,26
109978,67,0.3,25,10,27
109979,64,0.3,25,10,27
109980,62,0.6,26,10,28
109981,63,0.4,27,10,29
109982,63,0.3,27,10,29
109983,64,1.6,27,14,29
109984,66,1.6,27,14,29
109985,69,2.0,27,14,28
109986,71,0.7,26,13,28
109987,74,0.1,26,12,28
109988,77,0.0,25,11,27
109989,81,0.0,25,10,27
109990,83,0.0,24,10,26
109991,85,0.0,24,10,26
109992,88,0.0,23,10,25
109993,88,0.0,23,10,25
109994,89,0.0,22,10,25
109995,89,0.0,22,10,25
109996,88,0.0,22,9,25
109997,86,0.0,23,9,25
109998,84,0.0,23,9,25
109999,79,0.0,24,10,26
110000,73,0.0,25,10,27
110001,68,0.0,26,11,28
110002,64,0.1,27,12,29
110003,61,0.3,28,13,30
110004,57,0.4,29,14,31
110005,57,0.2,29,15,31
110006,58,0.2,29,16,31
110007,59,0.3,29,18,31
110008,62,0.5,28,14,30
110009,65,0.4,28,13,30
110010,68,0.2,27,13,29
110011,72,0.3,26,11,28
110012,76,0.0,25,10,27
110013,79,0.0,24,10,26
110014,81,0.0,24,9,26
110015,82,0.0,24,9,26
110016,84,0.0,24,8,26
110017,84,0.0,23,8,25
110018,85,0.0,23,12,25
110019,86,0.0,23,11,25
110020,85,0.0,23,11,25
110021,85,0.0,23,11,25
110022,84,0.0,23,12,25
110023,80,0.0,24,13,26
110024,76,0.0,25,14,27
110025,71,0.0,26,16,28
110026,68,0.3,27,18,29
110027,64,0.3,28,15,30
110028,61,0.2,29,17,31
110029,60,0.3,29,17,31
110030,60,0.2,29,17,31
110031,60,0.7,29,17,31
110032,62,0.6,28,16,30
110033,64,0.3,27,15,29
110034,67,0.1,27,13,29
110035,70,0.0,26,12,28
110036,74,0.0,25,11,27
110037,78,0.0,25,10,27
110038,79,0.0,25,10,26
110039,81,0.0,24,10,26
110040,82,0.0,24,13,26
110041,83,0.0,24,13,26
110042,84,0.0,24,13,26
110043,85,0.0,23,12,25
110044,84,0.0,23,13,26
110045,83,0.0,24,11,26
110046,82,0.0,24,11,26
110047,78,0.1,24,17,26
110048,75,0.2,25,18,26
110049,72,0.3,25,19,27
110050,70,0.4,26,20,27
110051,68,0.3,26,20,28
110052,67,0.3,27,21,28
110053,67,0.3,27,21,28
110054,68,0.2,27,21,28
110055,68,0.3,27,22,28
110056,69,0.1,26,20,28
110057,71,0.0,26,19,27
110058,72,0.0,25,18,27
110059,75,0.0,25,13,27
110060,77,0.0,25,11,26
110061,80,0.0,24,13,26
110062,80,0.0,24,13,26
110063,81,0.0,24,13,26
110064,81,0.1,24,13,26
110065,82,0.0,24,13,26
110066,82,0.0,24,13,26
110067,83,0.1,24,13,26
110068,82,0.0,24,13,26
110069,82,0.0,24,13,26
110070,81,0.0,24,14,26
110071,77,0.0,25,16,27
110072,74,0.0,25,18,27
110073,70,0.1,26,20,28
110074,67,0.0,27,22,29
110075,65,0.1,27,24,29
110076,63,0.0,28,26,30
110077,63,0.0,28,26,30
110078,63,0.0,28,26,30
110079,63,0.0,28,21,30
110080,65,0.0,27,24,29
110081,67,0.0,27,23,29
110082,69,0.0,26,18,28
110083,72,0.0,26,15,27
110084,74,0.0,25,12,27
110085,77,0.0,25,14,26
110086,79,0.0,24,13,26
110087,81,0.0,24,12,26
110088,83,0.0,24,11,26
110089,84,0.0,24,11,26
110090,85,0.0,23,11,26
110091,86,0.0,23,10,25
110092,85,0.0,23,10,26
110093,84,0.0,24,10,26
110094,83,0.0,24,10,26
110095,80,0.0,24,12,26
110096,76,0.0,25,13,27
110097,72,0.0,26,15,27
110098,70,0.2,26,16,28
110099,67,0.2,27,17,29
110100,64,0.2,27,18,29
110101,66,0.2,27,17,29
110102,67,0.2,27,16,29
110103,69,0.1,27,16,29
110104,70,0.0,26,15,28
110105,72,0.0,26,13,28
110106,74,0.0,26,12,28
110107,76,0.0,25,11,27
110108,78,0.0,25,10,27
110109,80,0.0,25,9,27
110110,81,0.0,24,11,26
110111,81,0.0,24,12,26
110112,82,0.0,23,10,25
110113,83,0.0,23,9,25
110114,84,0.0,23,12,25
110115,85,0.0,23,12,25
110116,85,0.0,23,12,25
110117,84,0.0,23,12,25
110118,84,0.0,23,12,25
110119,79,0.0,24,12,26
110120,75,0.1,25,13,27
110121,70,0.2,26,14,28
110122,65,0.2,27,11,29
110123,60,0.2,28,13,30
110124,55,0.4,30,14,31
110125,55,0.3,30,15,32
110126,55,0.3,30,17,32
110127,55,0.2,30,17,32
110128,58,0.0,29,17,31
110129,61,0.0,28,16,30
110130,65,0.0,27,15,29
110131,68,0.0,27,12,29
110132,72,0.0,26,10,28
110133,75,0.0,25,9,27
110134,77,0.0,25,9,27
110135,80,0.0,24,9,26
110136,82,0.0,24,9,26
110137,83,0.0,24,9,26
110138,85,0.0,23,8,25
110139,86,0.0,23,10,25
110140,85,0.0,23,10,25
110141,85,0.0,23,9,25
110142,84,0.0,24,9,26
110143,81,0.0,24,10,26
110144,77,0.1,25,11,27
110145,74,0.2,25,12,27
110146,71,0.2,26,12,27
110147,69,0.3,27,13,29
110148,66,0.3,28,14,30
110149,68,0.3,28,13,30
110150,70,0.5,28,13,30
110151,71,0.6,28,12,30
110152,73,0.7,27,11,29
110153,75,0.4,26,9,28
110154,77,0.2,25,8,27
110155,77,0.0,25,8,27
110156,78,0.0,25,8,27
110157,79,0.0,25,8,26
110158,80,0.0,24,9,26
110159,81,0.0,24,10,26
110160,83,0.0,24,11,26
110161,83,0.0,24,11,26
110162,84,0.0,24,11,26
110163,84,0.0,24,11,26
110164,83,0.0,24,7,26
110165,83,0.0,24,7,26
110166,82,0.0,24,7,26
110167,78,0.0,25,7,27
110168,75,0.0,25,8,27
110169,72,0.0,26,8,28
110170,67,0.0,27,9,29
110171,63,0.0,28,11,30
110172,58,0.0,29,15,31
110173,57,0.0,29,16,32
110174,57,2.5,30,16,32
110175,56,0.3,29,12,31
110176,60,0.4,28,17,31
110177,63,0.2,29,17,31
110178,67,0.2,28,12,30
110179,70,0.0,27,10,29
